Unnamed: 0,Unnamed: 0.1,488_only_foci,488_overlap_foci,488_total_foci,561_only_foci,561_overlap_foci,561_total_foci,cell,filename,flagged_oof,flagged_z,im_n_cells,im_raw_cells,image,stains,cell_line,parent,treatment,czi_id
19,19,7.0,0.0,7.0,2.0,0.0,2.0,2.0,LC3-p62_HEK_dFIP200_No Torin_10Pos_3_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,10.0,LC3-p62,dFIP200,HEK,No Torin,3
0,0,11.0,3.0,14.0,0.0,3.0,3.0,1.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,1.0,1.0,2.0,3.0,1.0,LC3-p62,dVPS37A,HEK,No Torin,1
1,1,24.0,5.0,29.0,1.0,4.0,5.0,2.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,1.0,1.0,2.0,3.0,1.0,LC3-p62,dVPS37A,HEK,No Torin,1
2,2,15.0,27.0,42.0,21.0,27.0,48.0,1.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,3.0,2.0,LC3-p62,dVPS37A,HEK,No Torin,1
3,3,28.0,32.0,60.0,14.0,31.0,45.0,2.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,3.0,2.0,LC3-p62,dVPS37A,HEK,No Torin,1
4,4,9.0,6.0,15.0,3.0,8.0,11.0,1.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,4.0,4.0,3.0,LC3-p62,dVPS37A,HEK,No Torin,1
5,5,9.0,29.0,38.0,5.0,28.0,33.0,2.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,4.0,4.0,3.0,LC3-p62,dVPS37A,HEK,No Torin,1
6,6,7.0,16.0,23.0,3.0,14.0,17.0,3.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,4.0,4.0,3.0,LC3-p62,dVPS37A,HEK,No Torin,1
7,7,7.0,16.0,23.0,6.0,14.0,20.0,4.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,4.0,4.0,3.0,LC3-p62,dVPS37A,HEK,No Torin,1
8,8,16.0,21.0,37.0,16.0,20.0,36.0,1.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,6.0,6.0,4.0,LC3-p62,dVPS37A,HEK,No Torin,1
9,9,16.0,33.0,49.0,12.0,33.0,45.0,2.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,6.0,6.0,4.0,LC3-p62,dVPS37A,HEK,No Torin,1
10,10,9.0,14.0,23.0,6.0,14.0,20.0,3.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,6.0,6.0,4.0,LC3-p62,dVPS37A,HEK,No Torin,1
11,11,12.0,10.0,22.0,3.0,10.0,13.0,4.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,6.0,6.0,4.0,LC3-p62,dVPS37A,HEK,No Torin,1
12,12,20.0,28.0,48.0,8.0,28.0,36.0,5.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,6.0,6.0,4.0,LC3-p62,dVPS37A,HEK,No Torin,1
13,13,46.0,40.0,86.0,23.0,40.0,63.0,6.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,6.0,6.0,4.0,LC3-p62,dVPS37A,HEK,No Torin,1
14,14,3.0,28.0,31.0,6.0,27.0,33.0,1.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,5.0,LC3-p62,dVPS37A,HEK,No Torin,1
15,15,16.0,18.0,34.0,9.0,18.0,27.0,2.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,5.0,LC3-p62,dVPS37A,HEK,No Torin,1
16,16,11.0,16.0,27.0,4.0,17.0,21.0,1.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,6.0,LC3-p62,dVPS37A,HEK,No Torin,1
17,17,5.0,26.0,31.0,10.0,26.0,36.0,2.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,6.0,LC3-p62,dVPS37A,HEK,No Torin,1
18,18,8.0,10.0,18.0,4.0,9.0,13.0,1.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,1.0,0.0,2.0,2.0,7.0,LC3-p62,dVPS37A,HEK,No Torin,1
19,19,33.0,12.0,45.0,6.0,13.0,19.0,2.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,1.0,0.0,2.0,2.0,7.0,LC3-p62,dVPS37A,HEK,No Torin,1
20,20,20.0,5.0,25.0,3.0,5.0,8.0,1.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,4.0,4.0,8.0,LC3-p62,dVPS37A,HEK,No Torin,1
21,21,33.0,6.0,39.0,7.0,6.0,13.0,2.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,4.0,4.0,8.0,LC3-p62,dVPS37A,HEK,No Torin,1
22,22,19.0,7.0,26.0,1.0,7.0,8.0,3.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,4.0,4.0,8.0,LC3-p62,dVPS37A,HEK,No Torin,1
23,23,39.0,6.0,45.0,19.0,6.0,25.0,4.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,4.0,4.0,8.0,LC3-p62,dVPS37A,HEK,No Torin,1
24,24,11.0,31.0,42.0,15.0,31.0,46.0,1.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,9.0,LC3-p62,dVPS37A,HEK,No Torin,1
25,25,11.0,15.0,26.0,5.0,18.0,23.0,2.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,9.0,LC3-p62,dVPS37A,HEK,No Torin,1
26,26,2.0,2.0,4.0,3.0,1.0,4.0,1.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,10.0,LC3-p62,dVPS37A,HEK,No Torin,1
27,27,15.0,9.0,24.0,1.0,9.0,10.0,2.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,10.0,LC3-p62,dVPS37A,HEK,No Torin,1
28,28,48.0,23.0,71.0,5.0,25.0,30.0,3.0,LC3-p62_HEK_dVPS37A_No Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,10.0,LC3-p62,dVPS37A,HEK,No Torin,1
0,0,10.0,25.0,35.0,48.0,25.0,73.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,1.0,LC3-p62,dTMEM,HEK,No Torin,4
1,1,7.0,41.0,48.0,50.0,44.0,94.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,1.0,LC3-p62,dTMEM,HEK,No Torin,4
2,2,13.0,30.0,43.0,32.0,28.0,60.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,2.0,LC3-p62,dTMEM,HEK,No Torin,4
3,3,7.0,38.0,45.0,45.0,36.0,81.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,2.0,LC3-p62,dTMEM,HEK,No Torin,4
4,4,9.0,42.0,51.0,59.0,43.0,102.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,3.0,LC3-p62,dTMEM,HEK,No Torin,4
5,5,17.0,56.0,73.0,64.0,58.0,122.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,3.0,LC3-p62,dTMEM,HEK,No Torin,4
6,6,8.0,52.0,60.0,89.0,53.0,142.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,1.0,3.0,4.0,LC3-p62,dTMEM,HEK,No Torin,4
7,7,3.0,13.0,16.0,20.0,13.0,33.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,5.0,LC3-p62,dTMEM,HEK,No Torin,4
8,8,6.0,28.0,34.0,38.0,29.0,67.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,5.0,LC3-p62,dTMEM,HEK,No Torin,4
9,9,10.0,38.0,48.0,15.0,37.0,52.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,6.0,LC3-p62,dTMEM,HEK,No Torin,4
10,10,17.0,55.0,72.0,14.0,58.0,72.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,6.0,LC3-p62,dTMEM,HEK,No Torin,4
11,11,5.0,45.0,50.0,49.0,45.0,94.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,7.0,LC3-p62,dTMEM,HEK,No Torin,4
12,12,6.0,36.0,42.0,36.0,33.0,69.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,7.0,LC3-p62,dTMEM,HEK,No Torin,4
13,13,6.0,28.0,34.0,49.0,30.0,79.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-p62,dTMEM,HEK,No Torin,4
14,14,6.0,22.0,28.0,13.0,23.0,36.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-p62,dTMEM,HEK,No Torin,4
15,15,3.0,20.0,23.0,25.0,20.0,45.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,9.0,LC3-p62,dTMEM,HEK,No Torin,4
16,16,17.0,21.0,38.0,19.0,20.0,39.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,9.0,LC3-p62,dTMEM,HEK,No Torin,4
17,17,4.0,36.0,40.0,23.0,38.0,61.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,10.0,LC3-p62,dTMEM,HEK,No Torin,4
18,18,8.0,38.0,46.0,18.0,39.0,57.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,10.0,LC3-p62,dTMEM,HEK,No Torin,4
19,19,25.0,61.0,86.0,49.0,63.0,112.0,3.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,10.0,LC3-p62,dTMEM,HEK,No Torin,4
20,20,5.0,25.0,30.0,29.0,25.0,54.0,4.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,10.0,LC3-p62,dTMEM,HEK,No Torin,4
0,0,37.0,65.0,102.0,39.0,69.0,108.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,1.0,LC3-p62,dTMEM,HEK,Torin,1
1,1,13.0,40.0,53.0,20.0,37.0,57.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,1.0,LC3-p62,dTMEM,HEK,Torin,1
2,2,20.0,56.0,76.0,83.0,54.0,137.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,2.0,LC3-p62,dTMEM,HEK,Torin,1
3,3,28.0,27.0,55.0,38.0,28.0,66.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,2.0,LC3-p62,dTMEM,HEK,Torin,1
4,4,9.0,17.0,26.0,53.0,17.0,70.0,3.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,2.0,LC3-p62,dTMEM,HEK,Torin,1
5,5,4.0,54.0,58.0,57.0,55.0,112.0,4.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,2.0,LC3-p62,dTMEM,HEK,Torin,1
6,6,6.0,16.0,22.0,51.0,16.0,67.0,5.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,2.0,LC3-p62,dTMEM,HEK,Torin,1
7,7,6.0,30.0,36.0,51.0,30.0,81.0,6.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,2.0,LC3-p62,dTMEM,HEK,Torin,1
8,8,3.0,6.0,9.0,27.0,6.0,33.0,7.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,2.0,LC3-p62,dTMEM,HEK,Torin,1
9,9,6.0,49.0,55.0,64.0,49.0,113.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,3.0,LC3-p62,dTMEM,HEK,Torin,1
10,10,14.0,51.0,65.0,55.0,54.0,109.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,3.0,LC3-p62,dTMEM,HEK,Torin,1
11,11,3.0,33.0,36.0,61.0,34.0,95.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,4.0,LC3-p62,dTMEM,HEK,Torin,1
12,12,1.0,17.0,18.0,42.0,17.0,59.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,4.0,LC3-p62,dTMEM,HEK,Torin,1
13,13,16.0,3.0,19.0,2.0,6.0,8.0,3.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,4.0,LC3-p62,dTMEM,HEK,Torin,1
14,14,43.0,3.0,46.0,9.0,1.0,10.0,4.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,4.0,LC3-p62,dTMEM,HEK,Torin,1
15,15,6.0,12.0,18.0,25.0,11.0,36.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,3.0,4.0,5.0,LC3-p62,dTMEM,HEK,Torin,1
16,16,2.0,14.0,16.0,22.0,13.0,35.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,3.0,4.0,5.0,LC3-p62,dTMEM,HEK,Torin,1
17,17,22.0,40.0,62.0,84.0,39.0,123.0,3.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,3.0,4.0,5.0,LC3-p62,dTMEM,HEK,Torin,1
18,18,7.0,27.0,34.0,36.0,25.0,61.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,6.0,LC3-p62,dTMEM,HEK,Torin,1
19,19,8.0,47.0,55.0,50.0,48.0,98.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,6.0,LC3-p62,dTMEM,HEK,Torin,1
20,20,14.0,32.0,46.0,29.0,32.0,61.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,7.0,LC3-p62,dTMEM,HEK,Torin,1
21,21,47.0,42.0,89.0,45.0,41.0,86.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,8.0,LC3-p62,dTMEM,HEK,Torin,1
22,22,20.0,25.0,45.0,61.0,23.0,84.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,8.0,LC3-p62,dTMEM,HEK,Torin,1
23,23,19.0,29.0,48.0,49.0,30.0,79.0,3.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,8.0,LC3-p62,dTMEM,HEK,Torin,1
24,24,32.0,32.0,64.0,24.0,31.0,55.0,4.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,8.0,LC3-p62,dTMEM,HEK,Torin,1
25,25,38.0,45.0,83.0,24.0,47.0,71.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,9.0,LC3-p62,dTMEM,HEK,Torin,1
26,26,12.0,18.0,30.0,41.0,20.0,61.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,10.0,LC3-p62,dTMEM,HEK,Torin,1
27,27,7.0,22.0,29.0,30.0,23.0,53.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,10.0,LC3-p62,dTMEM,HEK,Torin,1
0,0,9.0,48.0,57.0,30.0,44.0,74.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,1.0,LC3-p62,dTMEM,HEK,Torin,2
1,1,2.0,42.0,44.0,44.0,40.0,84.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,1.0,LC3-p62,dTMEM,HEK,Torin,2
2,2,11.0,53.0,64.0,52.0,54.0,106.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,2.0,LC3-p62,dTMEM,HEK,Torin,2
3,3,6.0,64.0,70.0,70.0,66.0,136.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,2.0,LC3-p62,dTMEM,HEK,Torin,2
4,4,32.0,117.0,149.0,82.0,116.0,198.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,3.0,LC3-p62,dTMEM,HEK,Torin,2
5,5,16.0,48.0,64.0,34.0,47.0,81.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,3.0,3.0,4.0,LC3-p62,dTMEM,HEK,Torin,2
6,6,19.0,48.0,67.0,40.0,47.0,87.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,3.0,3.0,4.0,LC3-p62,dTMEM,HEK,Torin,2
7,7,20.0,65.0,85.0,72.0,65.0,137.0,3.0,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,3.0,3.0,4.0,LC3-p62,dTMEM,HEK,Torin,2
8,8,12.0,62.0,74.0,67.0,67.0,134.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,5.0,LC3-p62,dTMEM,HEK,Torin,2
9,9,10.0,38.0,48.0,54.0,37.0,91.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,5.0,LC3-p62,dTMEM,HEK,Torin,2
10,10,8.0,46.0,54.0,63.0,45.0,108.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,6.0,LC3-p62,dTMEM,HEK,Torin,2
11,11,17.0,15.0,32.0,35.0,14.0,49.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,7.0,LC3-p62,dTMEM,HEK,Torin,2
12,12,3.0,13.0,16.0,6.0,13.0,19.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,7.0,LC3-p62,dTMEM,HEK,Torin,2
13,13,17.0,22.0,39.0,63.0,21.0,84.0,3.0,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,7.0,LC3-p62,dTMEM,HEK,Torin,2
14,14,14.0,30.0,44.0,25.0,31.0,56.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-p62,dTMEM,HEK,Torin,2
15,15,27.0,36.0,63.0,48.0,37.0,85.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-p62,dTMEM,HEK,Torin,2
16,16,5.0,30.0,35.0,54.0,31.0,85.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,9.0,LC3-p62,dTMEM,HEK,Torin,2
17,17,11.0,48.0,59.0,90.0,47.0,137.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,10.0,LC3-p62,dTMEM,HEK,Torin,2
